stop_id,ticket_amount,ticket_status
7115,40,50,overdue
126434,48,50,overdue
15940,77,overdue
64001,55,50,challenged
159360,35,challenged
200946,65,overdue
196320,45,challenged
169947,32,overdue
39013,35,overdue
70741,60,paid
163810,40,overdue
130058,50,paid
113473,45,paid
53785,50,overdue
136123,35,50,overdue
189037,40,paid
30401,55,pending
127552,55,50,paid
155827,45,50,paid
104711,65,overdue
175025,40,paid
320,70,overdue
5460,70,50,overdue
43688,50,paid
148544,60,50,challenged
47921,65,50,overdue
99725,60,paid
15460,20,50,overdue
27801,45,overdue
77689,30,overdue
95586,45,paid
80629,60,50,paid
199202,55,50,overdue
114988,65,overdue
182910,26,overdue
100106,45,paid
186434,17,overdue
120904,65,challenged
89601,26,overdue
54377,40,overdue
44847,40,50,overdue
158384,60,overdue
187499,24,50,overdue
23061,45,overdue
77877,30,overdue
22288,60,paid
168743,25,overdue
64935,45,paid
161853,50,paid
135595,55,paid
82499,70,paid
70301,55,challenged
75505,26,overdue
144293,45,overdue
162229,120,overdue
33029,39,overdue
181509,50,overdue
41177,40,overdue
86118,25,overdue
51528,55,50,paid
22511,50,50,challenged
123112,40,50,overdue
50645,65,paid
83450,40,overdue
23667,45,overdue
66322,55,paid
123953,34,50,overdue
45899,110,50,overdue
170886,70,overdue
12627,35,challenged
82081,50,50,overdue
66486,40,overdue
47349,44,50,overdue
168705,40,50,paid
9033,45,challenged
107313,38,overdue
79936,50,50,paid
106438,30,50,overdue
114261,35,overdue
196514,45,50,paid
179003,35,50,paid
51020,70,50,paid
14789,50,paid
37614,60,paid
160209,55,paid
86832,50,overdue
128194,40,overdue
111536,65,paid
96768,20,overdue
39626,49,overdue
138625,60,paid
154708,30,50,overdue
24094,27,overdue
116361,40,overdue
177423,50,50,overdue
39985,55,pending
97044,32,overdue
148272,45,overdue
35335,24,50,overdue
135942,70,challenged
72955,30,challenged
44779,55,50,overdue
50001,55,overdue
15566,36,overdue
89376,50,paid
89314,45,overdue
35094,65,50,challenged
142845,40,paid
134545,50,pending
190570,30,overdue
119758,45,paid
173796,44,overdue
124795,60,overdue
78843,35,overdue
196903,38,overdue
79227,30,50,paid
119471,50,overdue
27655,40,paid
201184,50,overdue
168182,50,50,pending
135717,37,50,overdue
869,60,overdue
27328,45,50,overdue
152674,55,overdue
85405,40,50,overdue
88680,50,paid
53008,35,50,overdue
185311,25,50,overdue
111950,30,overdue
116799,40,paid
19282,50,50,paid
191853,55,paid
120779,55,paid
148561,45,overdue
139684,50,overdue
168472,50,paid
149485,45,50,paid
163960,30,overdue
38044,55,overdue
42955,45,50,overdue
151072,40,paid
14295,35,paid
9477,55,paid
120434,30,overdue
41030,60,overdue
131142,35,50,overdue
34565,50,overdue
142462,45,challenged
196646,65,50,overdue
115794,40,paid
113930,40,overdue
93765,50,pending
87475,35,paid
13130,55,pending
170248,50,overdue
18307,45,pending
40859,40,paid
115723,70,pending
160104,50,overdue
191792,50,pending
4585,40,overdue
152032,65,paid
137127,60,50,challenged
76022,41,overdue
136946,51,overdue
99822,47,overdue
153797,25,50,paid
82060,75,challenged
10897,55,paid
186313,25,50,paid
17587,55,paid
154259,55,paid
77597,55,overdue
179387,35,challenged
56137,45,paid
20830,25,overdue
5949,60,paid
121581,40,50,paid
185527,65,paid
114671,30,overdue
200961,35,50,challenged
25746,30,overdue
24753,50,paid
150429,40,50,paid
197318,50,50,overdue
168787,25,overdue
22539,45,overdue
111393,35,50,overdue
84497,30,paid
26940,40,overdue
44017,30,challenged
37249,40,paid
76774,65,paid
138602,50,overdue
4703,61,50,overdue
186535,20,overdue
102289,70,overdue
81237,25,overdue
143311,40,50,overdue
153174,65,challenged
198003,40,overdue
72862,85,overdue
97971,40,paid
129401,50,challenged
77366,55,overdue
39270,50,overdue
202028,50,overdue
190145,28,overdue
34912,45,overdue
119650,33,50,overdue
89344,60,paid
102135,55,50,paid
195672,50,50,overdue
72646,70,50,paid
95355,28,50,overdue
150262,19,50,overdue
64333,50,overdue
81626,35,overdue
165403,27,overdue
170427,55,paid
84577,39,overdue
35410,55,50,challenged
192179,40,overdue
65647,37,overdue
161873,26,overdue
125015,25,paid
50495,50,challenged
60165,55,50,overdue
151807,70,overdue
83523,50,overdue
183384,65,overdue
16971,40,overdue
133256,35,paid
171689,25,paid
134803,35,50,overdue
32165,35,50,overdue
18012,55,overdue
158215,60,overdue
139463,48,50,overdue
30134,65,50,paid
163251,55,paid
13384,25,overdue
37479,60,50,overdue
105310,65,50,paid
167069,35,50,overdue
15561,37,50,overdue
86707,60,challenged
130633,50,challenged
184817,50,paid
8537,35,overdue
146416,75,paid
11899,40,paid
11797,30,overdue
52305,70,50,challenged
105372,20,overdue
51366,90,50,paid
149614,55,overdue
156659,85,overdue
60058,40,50,paid
40936,95,paid
60747,45,paid
79328,30,pending
111112,65,challenged
131377,30,paid
41382,21,50,overdue
81004,50,paid
27002,55,challenged
20295,27,overdue
1436,43,overdue
105390,60,overdue
121568,33,overdue
8756,35,overdue
162291,40,50,challenged
21526,25,overdue
131848,22,overdue
63344,54,overdue
99587,35,overdue
129551,48,50,overdue
138168,25,paid
22283,50,paid
82312,50,50,paid
89614,60,overdue
143275,45,50,overdue
82553,65,paid
2260,45,overdue
4285,35,overdue
192749,70,overdue
187430,45,challenged
25641,45,50,overdue
57878,65,overdue
12912,75,overdue
162788,33,overdue
161433,50,50,paid
187733,65,overdue
41489,25,overdue
20698,55,paid
29173,37,50,overdue
112617,60,challenged
1221,60,paid
13803,35,overdue
81838,21,overdue
152210,75,challenged
32679,75,50,paid
192225,50,overdue
152401,19,overdue
90753,35,pending
112390,35,paid
113254,80,paid
5061,45,challenged
55481,45,overdue
164920,70,paid
26711,35,paid
87797,45,50,overdue
47412,50,challenged
131241,33,overdue
4512,40,overdue
200398,40,paid
101619,60,paid
148067,45,50,paid
169909,24,overdue
14581,51,overdue
141295,47,50,overdue
106633,54,overdue
155779,55,paid
76801,40,paid
123087,35,overdue
116296,40,challenged
87346,50,50,overdue
147671,55,paid
80840,35,overdue
45295,25,overdue
113336,35,paid
129513,100,50,overdue
183621,50,50,overdue
133953,45,pending
38127,45,paid
132961,44,overdue
33334,65,overdue
74190,55,paid
165610,40,challenged
164646,55,50,overdue
124469,33,overdue
164805,60,paid
112486,35,overdue
44936,30,overdue
153002,40,paid
187440,65,50,overdue
169365,30,paid
158462,35,overdue
107134,70,overdue
97491,60,overdue
117574,55,challenged
163609,40,paid
141581,45,paid
181882,50,overdue
122661,45,overdue
47267,50,50,overdue
83406,70,challenged
92899,45,pending
99029,25,50,paid
79157,35,paid
186442,30,overdue
154095,40,paid
57244,60,50,paid
146842,25,overdue
91717,35,overdue
45177,55,50,challenged
33019,30,overdue
134000,55,50,paid
41120,40,overdue
166563,65,overdue
157235,35,paid
12768,45,challenged
104657,35,paid
16223,50,50,overdue
113313,50,50,paid
163289,60,paid
154882,50,50,pending
72249,35,paid
149898,35,paid
123674,50,paid
30126,35,50,paid
158188,50,paid
39396,35,overdue
161819,30,paid
35778,30,paid
120163,35,paid
197180,30,overdue
86112,45,paid
28893,35,overdue
91568,42,50,overdue
126391,65,50,paid
55816,70,paid
27497,60,overdue
172451,44,50,overdue
130350,45,challenged
150826,35,paid
79037,50,paid
127400,60,paid
154212,60,overdue
30540,35,50,paid
4872,25,overdue
31604,60,paid
8540,85,paid
28642,75,overdue
155599,45,50,paid
190191,60,paid
5950,45,overdue
164664,50,paid
37422,50,overdue
142543,35,challenged
663,32,overdue
113068,30,overdue
193181,20,overdue
94528,65,paid
192652,50,paid
143002,50,challenged
139759,35,overdue
78614,50,50,paid
173794,35,overdue
84267,40,overdue
6220,75,50,paid
125195,55,overdue
163465,35,paid
155303,50,50,overdue
154218,60,challenged
183941,65,50,paid
168545,60,pending
32997,35,50,overdue
161402,45,50,overdue
8622,60,50,challenged
181184,40,paid
8778,70,paid
6160,25,overdue
193229,45,overdue
38316,55,paid
48916,70,50,overdue
104942,40,overdue
191704,30,paid
32362,40,overdue
82510,45,challenged
182985,55,pending
20873,45,paid
102003,32,overdue
102464,40,50,overdue
179837,45,50,paid
104670,60,overdue
122351,85,overdue
144730,35,paid
125790,45,overdue
64864,18,overdue
26780,41,50,overdue
95795,40,50,overdue
58408,55,paid
121087,45,paid
79466,65,paid
6710,35,50,paid
78130,65,overdue
146543,80,paid
133163,55,50,paid
146583,40,overdue
116170,80,paid
180101,35,50,overdue
72975,60,paid
16254,30,pending
42808,52,50,overdue
8926,60,paid
28436,35,paid
55676,45,paid
52328,35,50,overdue
180484,40,50,overdue
87664,45,50,pending
54867,45,50,paid
180222,45,50,challenged
93724,60,50,overdue
122139,12,overdue
41011,80,paid
40019,46,overdue
299,45,paid
75764,85,paid
84098,80,challenged
200454,55,paid
198363,35,overdue
54667,35,paid
31365,45,challenged
189652,65,50,overdue
191279,60,paid
118540,60,overdue
13981,44,overdue
117490,50,overdue
159715,25,overdue
77672,30,challenged
155933,55,paid
70631,60,paid
34239,75,50,paid
145489,55,overdue
91418,24,overdue
198137,60,overdue
137315,65,50,overdue
194238,55,overdue
142110,30,50,overdue
126845,90,50,pending
68072,30,paid
24787,85,50,overdue
70004,45,50,overdue
85490,45,challenged
100722,70,paid
63163,75,50,challenged
56824,16,overdue
67694,75,paid
176778,30,50,challenged
19464,45,50,paid
171496,40,50,overdue
86753,30,paid
141129,55,paid
18696,25,challenged
6147,25,overdue
145512,50,paid
189862,40,paid
1057,55,paid
138072,70,paid
47827,51,overdue
23203,55,50,paid
80051,65,50,paid
119825,15,overdue
34754,50,overdue
147108,60,paid
180897,35,challenged
22818,60,overdue
166847,30,paid
6034,70,paid
137245,23,overdue
185058,60,paid
34823,50,overdue
102058,55,paid
68740,43,50,overdue
102501,40,50,overdue
58431,25,overdue
107386,45,50,challenged
31334,60,50,overdue
147162,50,paid
37027,25,paid
28134,60,paid
177450,55,overdue
130397,75,paid
98499,50,50,paid
32220,60,paid
71979,40,50,paid
48040,20,paid
34329,35,overdue
134073,65,50,challenged
197799,60,paid
108439,30,overdue
62358,45,paid
179029,40,paid
164838,65,overdue
147647,15,overdue
82881,30,50,paid
101805,45,overdue
179124,55,50,paid
37649,35,50,overdue
126282,35,50,paid
72639,55,50,pending
41967,30,overdue
93774,50,overdue
52038,55,50,overdue
154759,35,paid
72651,35,50,overdue
132233,70,paid
126356,45,overdue
32555,40,paid
184049,50,paid
168923,65,50,overdue
27368,60,50,overdue
165041,25,50,overdue
93734,45,paid
22276,35,overdue
51172,45,50,paid
4160,35,challenged
115914,30,50,overdue
15297,50,paid
86103,45,50,paid
103624,60,paid
165482,25,50,paid
66523,30,paid
75379,40,overdue
30718,75,paid
147138,20,50,challenged
190921,50,50,paid
125255,45,overdue
23827,35,50,paid
56823,65,paid
190583,40,paid
200573,65,challenged
166739,18,overdue
142536,55,pending
6182,45,50,overdue
176907,70,challenged
120370,50,challenged
139897,70,paid
59852,55,overdue
26656,31,50,overdue
119194,45,paid
41596,22,overdue
164712,60,overdue
142118,25,50,overdue
160922,35,paid
41536,70,paid
172208,50,paid
61145,30,pending
41920,35,50,paid
23074,30,overdue
175761,85,paid
6733,20,50,paid
158350,55,overdue
147266,60,overdue
15829,45,overdue
96218,70,pending
135263,18,50,overdue
129504,60,overdue
57276,50,challenged
144887,35,overdue
149822,85,paid
103133,35,overdue
71618,55,paid
118908,75,paid
66239,55,50,paid
153590,40,overdue
180142,35,50,paid
85718,50,overdue
10955,22,50,overdue
115924,60,50,overdue
77156,43,overdue
120295,60,overdue
76838,55,overdue
145720,40,paid
170773,65,50,overdue
10795,51,overdue
69090,35,paid
174871,30,50,overdue
87982,45,overdue
178443,80,50,paid
17471,50,overdue
150920,30,paid
80436,22,overdue
105624,25,50,overdue
4308,50,50,overdue
69575,45,50,overdue
39674,30,50,overdue
194945,29,overdue
330,40,overdue
147631,50,overdue
46813,25,overdue
194775,60,overdue
47941,50,overdue
59405,55,overdue
17272,50,overdue
20772,65,overdue
134824,60,challenged
14265,40,overdue
191541,35,challenged
196721,65,50,overdue
31682,32,overdue
15860,27,overdue
81103,35,50,paid
54157,35,overdue
54046,35,overdue
37149,65,paid
60632,36,overdue
50063,25,50,paid
109952,70,paid
49391,70,overdue
115982,18,overdue
51952,47,50,overdue
113151,48,50,overdue
54750,35,paid
162978,20,overdue
141282,36,50,overdue
120812,95,pending
49039,45,overdue
84872,40,paid
8936,75,50,pending
145385,25,paid
186306,70,overdue
62321,95,50,overdue
186230,40,overdue
161232,27,50,overdue
120784,43,overdue
175206,35,overdue
162110,45,50,overdue
101332,70,paid
77715,46,overdue
92118,75,paid
82215,50,paid
4951,55,paid
85508,75,challenged
103695,31,overdue
148074,25,challenged
102418,65,overdue
121563,65,paid
73154,65,overdue
13956,30,50,overdue
87520,25,challenged
85519,65,overdue
120638,60,paid
19523,55,paid
29764,31,overdue
30175,35,50,paid
82368,15,overdue
198748,60,50,overdue
88948,80,paid
154835,40,50,pending
169954,34,overdue
171819,36,overdue
118399,37,overdue
134507,35,50,overdue
109230,50,50,paid
8687,45,paid
164022,55,50,challenged
16804,75,paid
9565,55,overdue
76799,55,50,challenged
200361,50,50,paid
182411,50,50,paid
102659,50,paid
116890,90,50,overdue
12535,36,overdue
106043,35,overdue
101778,40,overdue
181906,26,overdue
36211,20,overdue
43671,30,challenged
123849,40,overdue
156724,35,50,overdue
178985,25,paid
170100,35,paid
141832,50,overdue
184541,70,pending
21287,35,overdue
124802,80,overdue
105531,45,paid
127317,40,paid
53252,35,paid
135784,40,50,paid
36195,70,50,challenged
125191,39,overdue
34512,70,50,pending
21356,45,paid
89772,31,overdue
98260,75,paid
86890,35,overdue
42859,65,overdue
30967,25,50,overdue
196492,85,overdue
121119,50,paid
8595,42,overdue
45843,50,paid
4797,50,paid
65566,45,50,overdue
148317,55,paid
159087,30,50,overdue
199039,50,overdue
4720,50,challenged
147353,90,paid
83452,40,50,pending
180216,55,challenged
114864,56,overdue
73894,45,paid
6136,35,overdue
170173,65,overdue
183890,50,overdue
151938,35,paid
149786,75,challenged
64028,30,overdue
33146,45,challenged
196506,40,paid
199718,25,paid
52013,70,overdue
105987,41,overdue
9013,40,50,overdue
76909,37,overdue
116241,60,overdue
86768,40,paid
93820,56,overdue
199671,45,50,overdue
113922,39,overdue
134983,40,pending
55734,30,50,paid
22695,70,50,paid
178780,30,overdue
179363,50,paid
76212,50,paid
63079,34,overdue
195606,35,overdue
153871,33,overdue
47219,60,paid
40233,19,overdue
28165,26,50,overdue
180589,45,50,paid
111453,55,50,overdue
49985,65,paid
116530,30,50,paid
16582,55,challenged
192985,21,50,overdue
53552,30,overdue
55905,85,50,paid
74379,25,overdue
45546,50,overdue
165191,55,50,overdue
131850,32,50,overdue
155203,115,overdue
38832,50,paid
198664,45,overdue
13782,45,challenged
118096,35,50,overdue
145762,60,overdue
108570,70,paid
81818,30,50,overdue
114720,60,overdue
96592,30,50,paid
170962,23,50,overdue
90769,50,paid
66450,18,50,overdue
125953,55,overdue
202143,35,50,paid
124974,40,overdue
74576,50,overdue
86280,60,overdue
185851,60,50,paid
98200,65,overdue
60985,65,50,overdue
123018,45,50,overdue
58516,35,50,overdue
95139,85,overdue
101049,75,challenged
67105,85,overdue
1355,70,paid
79060,20,paid
107949,25,overdue
76186,40,overdue
85466,50,paid
148213,40,challenged
54198,45,overdue
187061,65,overdue
4677,90,challenged
125013,45,paid
3799,60,overdue
159707,35,50,overdue
29672,70,overdue
184513,30,overdue
21379,75,pending
146465,31,overdue
26546,50,overdue
53465,55,overdue
85992,35,paid
45820,50,challenged
170392,35,paid
116164,40,50,paid
186300,60,overdue
99030,67,overdue
178046,80,paid
57937,75,overdue
84634,75,overdue
104415,30,paid
171119,31,overdue
148220,65,overdue
188112,35,50,overdue
142292,20,50,overdue
28982,39,overdue
81595,40,overdue
53728,55,challenged
144224,55,50,overdue
62504,55,overdue
179513,70,paid
130001,34,overdue
25021,41,overdue
54953,35,pending
55272,30,paid
70827,35,challenged
145456,40,paid
106767,45,paid
194271,29,overdue
183210,42,50,overdue
188127,30,paid
142877,50,50,pending
77060,38,overdue
67228,65,paid
86700,60,overdue
156356,27,overdue
83621,45,paid
132016,75,50,pending
177874,60,overdue
128279,80,paid
18352,65,overdue
191947,45,overdue
32875,50,50,overdue
185231,50,paid
103483,85,paid
134153,100,pending
78069,80,overdue
103770,40,pending
178605,35,overdue
18301,70,overdue
150433,55,challenged
158925,55,paid
150557,45,overdue
151956,50,paid
162486,35,paid
49407,85,paid
26877,35,overdue
139774,60,paid
48918,50,pending
67823,45,pending
177349,80,50,paid
34354,30,50,overdue
121027,33,50,overdue
152531,55,paid
126211,45,paid
130190,15,50,overdue
58129,15,overdue
59452,50,overdue
136194,65,challenged
26892,28,overdue
34524,50,50,overdue
121767,39,overdue
165078,40,paid
90985,29,overdue
183021,55,50,paid
39898,75,overdue
195950,60,overdue
163424,40,overdue
77332,40,paid
15306,60,50,paid
139083,36,overdue
12892,33,overdue
95860,50,50,paid
97624,48,overdue
38702,55,overdue
124529,70,overdue
148901,50,paid
28130,55,overdue
8242,24,50,overdue
15655,32,overdue
24136,30,paid
139573,55,50,paid
94248,40,overdue
33900,40,paid
106202,50,challenged
111322,25,challenged
175845,31,overdue
123923,85,overdue
84127,40,challenged
104106,45,50,overdue
65809,32,overdue
43055,20,paid
77754,25,overdue
193146,26,overdue
109998,55,overdue
135609,30,overdue
66233,55,overdue
126088,25,overdue
169464,45,paid
84511,55,paid
65586,75,50,overdue
135478,50,overdue
152656,85,paid
192747,35,paid
94396,80,50,paid
88514,45,challenged
169372,30,overdue
8718,20,overdue
176157,60,overdue
42604,35,50,overdue
7284,30,overdue
189787,40,overdue
26701,22,50,overdue
89807,80,50,paid
132126,60,overdue
4621,28,50,overdue
43569,35,50,paid
144920,30,50,overdue
135107,55,paid
144232,55,challenged
80011,40,overdue
152550,35,overdue
168248,45,50,paid
114925,80,paid
183898,35,pending
196406,40,paid
34554,35,50,challenged
156728,65,paid
66158,65,challenged
68649,40,overdue
115083,25,paid
162005,55,overdue
32802,50,paid
66955,65,50,paid
80167,70,paid
144641,60,paid
79043,40,paid
142888,35,challenged
60437,50,paid
137776,45,50,paid
3168,50,paid
83639,50,pending
171463,36,overdue
75972,50,overdue
194211,35,overdue
196615,60,paid
10852,35,challenged
47800,95,50,paid
23099,60,overdue
56599,30,50,overdue
181513,20,overdue
54473,75,overdue
138348,13,overdue
11384,60,50,overdue
84246,30,paid
53115,50,50,overdue
41137,45,paid
158580,50,paid
45929,65,overdue
148284,60,paid
56479,55,paid
151473,50,50,paid
192562,60,overdue
159270,30,overdue
108753,38,overdue
26557,80,challenged
86376,35,challenged
179070,55,overdue
32170,60,overdue
157596,30,challenged
77122,75,overdue
10824,45,overdue
67825,60,paid
59713,60,overdue
63086,35,50,overdue
42341,19,overdue
194030,45,overdue
56791,35,overdue
103877,31,overdue
521,65,paid
57321,65,50,challenged
36096,65,overdue
161108,80,paid
9912,40,paid
4403,35,pending
24640,45,overdue
187775,45,paid
112041,75,pending
131588,60,paid
195243,32,overdue
86291,30,50,overdue
162559,32,overdue
113244,40,pending
120509,50,overdue
54578,43,overdue
48687,25,paid
55992,45,overdue
115664,75,paid
171291,55,paid
87676,44,overdue
146337,55,50,paid
150319,60,50,paid
104590,35,50,paid
8814,39,overdue
78683,50,overdue
117342,50,overdue
82559,40,pending
2266,60,overdue
192843,70,overdue
159373,18,overdue
27479,50,50,paid
172074,35,overdue
119383,85,overdue
111630,65,paid
84587,30,overdue
7864,40,overdue
153960,35,50,pending
15563,38,overdue
80265,30,overdue
99853,55,paid
38294,45,overdue
122708,35,50,challenged
8205,50,paid
95006,22,overdue
104238,20,overdue
95076,75,overdue
153995,45,50,overdue
3259,45,overdue
120382,85,overdue
34966,45,paid
52299,35,50,overdue
30937,100,overdue
179705,45,50,overdue
163832,60,50,challenged
59878,50,overdue
121180,23,50,overdue
47944,20,paid
36555,45,paid
14783,65,pending
176701,40,paid
146366,55,overdue
134725,55,paid
41699,70,paid
27519,50,paid
157685,45,50,paid
121364,35,paid
182259,55,paid
78047,40,50,overdue
64942,50,paid
62658,60,paid
193859,55,paid
117853,65,paid
160462,105,50,overdue
158976,45,challenged
5165,35,challenged
88524,50,overdue
108573,30,overdue
86402,40,50,overdue
84833,40,paid
187657,40,overdue
27910,75,overdue
126900,65,50,paid
32680,100,paid
13414,55,50,challenged
30564,35,overdue
172214,35,paid
23231,65,50,paid
74668,50,overdue
58281,45,overdue
189842,55,paid
746,48,overdue
36684,75,overdue
26731,50,overdue
175583,23,50,overdue
124032,50,overdue
101920,70,50,paid
197327,65,overdue
102132,60,50,challenged
106261,43,overdue
155768,24,overdue
169228,45,overdue
90955,25,overdue
91304,50,overdue
66719,50,overdue
158660,70,paid
75227,60,overdue
129304,55,overdue
107821,48,overdue
47724,45,paid
112703,40,challenged
193123,55,pending
90137,45,50,pending
158117,40,overdue
124617,45,paid
169411,50,50,paid
111656,50,paid
153401,44,overdue
183948,45,50,paid
47910,25,50,pending
144394,55,paid
60015,85,50,pending
57717,55,50,overdue
46741,55,paid
26480,26,overdue
160741,85,overdue
137916,31,overdue
84731,30,pending
173058,35,paid
184496,70,paid
164636,75,overdue
102821,35,overdue
85591,40,challenged
151203,40,paid
139183,50,50,overdue
178721,75,challenged
102944,27,overdue
43652,35,50,paid
105688,20,overdue
84835,30,challenged
153614,55,paid
28609,46,overdue
155354,70,50,overdue
123096,45,paid
22019,50,overdue
123841,40,paid
93100,70,paid
66650,55,paid
171347,50,paid
15699,75,paid
65828,30,50,pending
116915,54,50,overdue
153372,50,overdue
105891,44,overdue
39910,35,paid
26826,35,overdue
94268,55,50,overdue
190295,25,paid
179971,20,50,paid
196850,25,overdue
100359,45,paid
4730,50,challenged
111653,55,paid
61436,50,paid
104377,50,overdue
30032,60,pending
193958,62,overdue
201778,75,pending
91998,65,overdue
84615,33,50,overdue
107966,80,overdue
8509,28,overdue
24124,37,overdue
80225,42,overdue
3364,55,challenged
116432,65,paid
88282,40,paid
21132,30,50,challenged
45951,100,overdue
45091,25,overdue
133908,30,overdue
145628,65,50,overdue
12688,30,overdue
172315,40,challenged
54417,27,overdue
139369,55,50,paid
15769,55,paid
140772,35,overdue
193547,45,paid
64779,30,paid
113491,40,overdue
22791,35,50,paid
80455,45,overdue
164696,60,paid
186155,14,overdue
85349,65,50,overdue
168732,60,challenged
128094,45,overdue
126276,35,overdue
172488,55,paid
75134,60,paid
57893,90,overdue
178215,50,overdue
175499,35,50,paid
168148,35,paid
95735,60,pending
177129,70,overdue
34671,50,overdue
175591,35,paid
113690,75,overdue
53261,55,paid
44040,34,overdue
48532,50,50,paid
147154,35,challenged
79047,44,overdue
133010,20,50,overdue
96631,65,paid
151457,60,challenged
186758,35,overdue
79789,19,50,overdue
144663,45,50,overdue
160631,45,50,paid
173525,34,overdue
145149,50,50,overdue
118376,45,50,overdue
119756,42,50,overdue
136811,60,50,challenged
166655,75,paid
66998,35,50,paid
38539,60,50,paid
106345,35,paid
165184,50,pending
98967,35,50,paid
30449,65,overdue
199986,35,overdue
78799,65,paid
16911,65,paid
82520,50,overdue
164323,25,overdue
117325,30,challenged
13778,60,overdue
148454,60,overdue
109980,70,overdue
80134,45,50,paid
176262,20,paid
184989,55,paid
76875,50,overdue
114463,55,overdue
188975,60,paid
177253,65,paid
95864,40,paid
199992,35,paid
197260,23,overdue
135822,55,paid
197348,60,paid
198479,45,paid
194204,45,paid
118768,46,overdue
35921,40,50,paid
110947,37,50,overdue
135256,30,overdue
36701,25,overdue
35003,40,challenged
188774,45,50,overdue
9505,50,overdue
12402,80,50,paid
182826,30,paid
189440,30,overdue
37574,30,paid
2075,60,challenged
57225,55,overdue
93471,45,paid
97993,75,overdue
132726,30,overdue
31437,65,50,overdue
89970,55,50,overdue
74453,60,overdue
6174,50,50,overdue
34849,35,paid
21709,50,overdue
145765,45,overdue
97870,45,overdue
48031,50,overdue
194663,40,overdue
50937,40,overdue
140727,85,overdue
55946,24,overdue
198698,55,50,paid
77693,45,challenged
29391,23,overdue
152727,50,50,paid
169772,45,paid
154076,30,paid
37929,80,overdue
29755,30,paid
96803,85,overdue
49136,45,paid
104120,40,50,overdue
24862,30,50,overdue
177066,45,paid
75018,60,overdue
131360,42,overdue
25301,60,paid
31137,50,challenged
65179,25,paid
49586,42,overdue
79279,43,overdue
104482,80,overdue
157639,60,overdue
114137,45,50,paid
101554,30,overdue
121561,55,paid
148820,55,pending
70967,40,pending
46141,43,overdue
33015,25,paid
149723,45,overdue
163043,30,overdue
148264,90,50,overdue
21710,70,paid
147428,38,overdue
141366,75,overdue
15223,80,overdue
23387,60,overdue
105312,75,pending
182088,62,overdue
107559,45,paid
183540,55,paid
178095,35,overdue
165091,90,50,paid
89383,35,50,paid
167322,40,50,pending
114959,40,50,paid
55644,40,overdue
63489,25,paid
24089,60,overdue
122120,30,paid
190259,65,50,challenged
194255,23,overdue
18473,50,paid
142087,30,paid
189941,60,overdue
17601,40,50,challenged
138376,55,50,paid
87779,35,overdue
140503,30,50,overdue
87277,30,50,overdue
127102,50,paid
24911,25,overdue
81435,85,paid
42571,50,overdue
146283,50,50,paid
189453,60,overdue
58135,35,50,overdue
32703,35,paid
77604,41,overdue
120465,30,50,challenged
87866,45,challenged
17396,60,50,overdue
34041,40,paid
97019,45,paid
187285,27,overdue
11999,55,overdue
130178,20,50,overdue
46240,60,overdue
164435,35,overdue
105376,55,paid
199780,35,challenged
115474,70,challenged
51796,25,overdue
185215,65,paid
11904,80,50,paid
37993,65,overdue
42659,33,overdue
111194,55,paid
21311,39,overdue
137012,65,50,overdue
170764,30,overdue
202071,80,50,pending
182051,60,overdue
98521,85,paid
112303,70,overdue
183453,50,overdue
61961,45,overdue
19840,46,overdue
187909,65,overdue
100873,45,50,paid
44585,80,overdue
26213,45,overdue
35531,75,challenged
17716,50,overdue
142891,65,50,overdue
44029,25,challenged
160794,40,overdue
150880,45,overdue
67693,55,paid
68858,45,challenged
7836,50,paid
19197,40,overdue
30445,50,50,paid
31165,35,overdue
149063,45,paid
69818,35,challenged
112874,45,paid
175874,24,overdue
162061,50,overdue
34127,35,50,paid
184598,55,50,overdue
112255,75,paid
185241,58,overdue
94701,50,paid
58178,38,overdue
132561,35,50,overdue
40642,100,paid
114270,55,overdue
22387,40,50,paid
15847,25,overdue
150825,50,50,challenged
195278,35,overdue
72269,55,overdue
55210,80,overdue
165021,45,paid
59661,30,pending
26219,80,overdue
78717,65,50,overdue
33217,60,paid
24205,45,50,paid
51800,45,overdue
118838,55,50,pending
108413,60,overdue
148890,45,challenged
52465,30,overdue
136819,35,overdue
41891,70,50,overdue
157755,43,overdue
176673,35,challenged
31843,40,overdue
28414,35,paid
19165,40,paid
136303,70,paid
109844,65,challenged
201887,45,paid
61526,30,overdue
97832,45,paid
99927,35,50,overdue
133457,90,paid
67445,55,challenged
45171,40,50,paid
193342,60,paid
130457,52,50,overdue
192693,31,overdue
106274,40,paid
192130,79,50,overdue
87765,45,overdue
146557,50,50,paid
123449,55,50,paid
1028,70,overdue
152174,31,overdue
7951,55,50,paid
167977,51,overdue
190238,65,paid
111754,30,pending
129851,40,overdue
39987,50,overdue
78021,70,overdue
1647,65,pending
73220,50,overdue
89184,60,50,overdue
173576,55,overdue
4259,55,paid
187329,70,50,pending
198889,65,50,challenged
54306,50,paid
123464,35,paid
5878,60,paid
170121,60,overdue
3804,55,50,challenged
200204,46,overdue
128119,50,50,overdue
93314,70,50,overdue
200450,75,overdue
124532,36,overdue
110082,65,paid
140158,55,50,paid
152883,40,overdue
70118,80,overdue
34920,70,challenged
141883,60,overdue
55745,35,overdue
134781,35,overdue
55913,35,overdue
49236,37,50,overdue
129663,85,50,overdue
